"","Price"
"11/16/2022 0:00","16673.507711410086"
"11/15/2022 0:00","16894.9265"
"11/14/2022 0:00","16630.63746440169"
"11/13/2022 0:00","16349.997597081689"
"11/12/2022 0:00","16802.1943"
"11/11/2022 0:00","17104.1984"
"11/10/2022 0:00","17590.41467373285"
"11/9/2022 0:00","15789.342422998143"
"11/8/2022 0:00","18528.52092702272"
"11/7/2022 0:00","20591.7459"
"11/6/2022 0:00","20913.0539"
"11/5/2022 0:00","21281.5851"
"11/4/2022 0:00","21156.078"
"11/3/2022 0:00","20208.596506640253"
"11/2/2022 0:00","20151.523076525573"
"11/1/2022 0:00","20481.5549"
"10/31/2022 0:00","20504.46022827177"
"10/30/2022 0:00","20621.7479"
"10/29/2022 0:00","20811.988365564033"
"10/28/2022 0:00","20608.2579"
"10/27/2022 0:00","20283.97974929017"
"10/26/2022 0:00","20754.023972750903"
"10/25/2022 0:00","20110.87556138642"
"10/24/2022 0:00","19335.3937"
"10/23/2022 0:00","19548.7249"
"10/22/2022 0:00","19202.852966626626"
"10/21/2022 0:00","19166.3286"
"10/20/2022 0:00","19042.9309"
"10/19/2022 0:00","19124.9892"
"10/18/2022 0:00","19351.0697"
"10/17/2022 0:00","19558.1117"
"10/16/2022 0:00","19259.620646181156"
"10/15/2022 0:00","19054.8847"
"10/14/2022 0:00","19191.0274"
"10/13/2022 0:00","19380.689298843845"
"10/12/2022 0:00","19157.977348440414"
"10/11/2022 0:00","19045.5416"
"10/10/2022 0:00","19135.374021730353"
"10/9/2022 0:00","19436.3351"
"10/8/2022 0:00","19401.0105"
"10/7/2022 0:00","19533.02824919708"
"10/6/2022 0:00","19948.22190296553"
"10/5/2022 0:00","20168.6041"
"10/4/2022 0:00","20339.726"
"10/3/2022 0:00","19610.3879"
"10/2/2022 0:00","19035.34988309635"
"10/1/2022 0:00","19305.1719"
"9/30/2022 0:00","19449.60773627301"
"9/29/2022 0:00","19593.33746227512"
"9/28/2022 0:00","19399.488779047188"
"9/27/2022 0:00","19098.479820191485"
"9/26/2022 0:00","19238.7536"
"9/25/2022 0:00","18814.0516"
"9/24/2022 0:00","18931.734111634152"
"9/23/2022 0:00","19245.96941762079"
"9/22/2022 0:00","19429.13269379256"
"9/21/2022 0:00","18501.82049448783"
"9/20/2022 0:00","18873.2005"
"9/19/2022 0:00","19576.637199316803"
"9/18/2022 0:00","19393.59390761989"
"9/17/2022 0:00","20123.640551657223"
"9/16/2022 0:00","19756.26818587181"
"9/15/2022 0:00","19662.3883"
"9/14/2022 0:00","20251.71983492235"
"9/13/2022 0:00","20172.39245600376"
"9/12/2022 0:00","22387.938627526622"
"9/11/2022 0:00","21789.452410620557"
"9/10/2022 0:00","21661.704"
"9/9/2022 0:00","21370.64087141258"
"9/8/2022 0:00","19318.4204"
"9/7/2022 0:00","19275.303555717022"
"9/6/2022 0:00","18812.061036941635"
"9/5/2022 0:00","19808.0959608095"
"9/4/2022 0:00","19975.30810008814"
"9/3/2022 0:00","19834.795622562902"
"9/2/2022 0:00","19927.5466"
"9/1/2022 0:00","20145.5884"
"8/31/2022 0:00","20046.9471"
"8/30/2022 0:00","19768.0653"
"8/29/2022 0:00","20280.87117577155"
"8/28/2022 0:00","19606.7351"
"8/27/2022 0:00","20050.5705"
"8/26/2022 0:00","20215.51485489009"
"8/25/2022 0:00","21591.284830139277"
"8/24/2022 0:00","21378.104807932155"
"8/23/2022 0:00","21516.130821435567"
"8/22/2022 0:00","21418.635"
"8/21/2022 0:00","21515.7063463541"
"8/20/2022 0:00","21163.40850256323"
"8/19/2022 0:00","20840.72427084073"
"8/18/2022 0:00","23206.1852"
"8/17/2022 0:00","23311.75914654047"
"8/16/2022 0:00","23889.74606019501"
"8/15/2022 0:00","24146.6057"
"8/14/2022 0:00","24323.00216934842"
"8/13/2022 0:00","24427.973183996644"
"8/12/2022 0:00","24395.938"
"8/11/2022 0:00","23928.9778"
"8/10/2022 0:00","23940.204499589338"
"8/9/2022 0:00","23158.699095578173"
"8/8/2022 0:00","23792.955"
"8/7/2022 0:00","23170.70241754182"
"8/6/2022 0:00","22938.3603"
"8/5/2022 0:00","23225.78974753206"
"8/4/2022 0:00","22635.52000440668"
"8/3/2022 0:00","22812.3048"
"8/2/2022 0:00","22963.82553778134"
"8/1/2022 0:00","23311.592835340976"
"7/31/2022 0:00","23314.4296"
"7/30/2022 0:00","23642.243234107824"
"7/29/2022 0:00","23746.2734"
"7/28/2022 0:00","23847.01344273555"
"7/27/2022 0:00","22943.12042341547"
"7/26/2022 0:00","21206.715243842376"
"7/25/2022 0:00","21340.4673"
"7/24/2022 0:00","22600.784714066285"
"7/23/2022 0:00","22471.31570306779"
"7/22/2022 0:00","22701.085"
"7/21/2022 0:00","23180.0875"
"7/20/2022 0:00","23244.5742"
"7/19/2022 0:00","23407.3451"
"7/18/2022 0:00","22440.036584128276"
"7/17/2022 0:00","20769.40225729633"
"7/16/2022 0:00","21192.113672852756"
"7/15/2022 0:00","20831.31137190196"
"7/14/2022 0:00","20587.5358"
"7/13/2022 0:00","20187.1528"
"7/12/2022 0:00","19313.260763230774"
"7/11/2022 0:00","19992.2945670274"
"7/10/2022 0:00","20857.655837364564"
"7/9/2022 0:00","21592.741748203127"
"7/8/2022 0:00","21801.082205426865"
"7/7/2022 0:00","21647.165928409104"
"7/6/2022 0:00","20557.53554927252"
"7/5/2022 0:00","20185.96232827533"
"7/4/2022 0:00","20255.6454"
"7/3/2022 0:00","19310.0755"
"7/2/2022 0:00","19246.50948842687"
"7/1/2022 0:00","19336.1044410867"
"6/30/2022 0:00","19816.746359929737"
"6/29/2022 0:00","20101.12"
"6/28/2022 0:00","20293.4508"
"6/27/2022 0:00","20732.9834"
"6/26/2022 0:00","21029.2163"
"6/25/2022 0:00","21499.971037134244"
"6/24/2022 0:00","21279.532329177902"
"6/23/2022 0:00","21075.1688"
"6/22/2022 0:00","19976.053591349224"
"6/21/2022 0:00","20739.94338571921"
"6/20/2022 0:00","20672.8011"
"6/19/2022 0:00","20554.9027"
"6/18/2022 0:00","19007.5031"
"6/17/2022 0:00","20468.2145"
"6/16/2022 0:00","20383.6889"
"6/15/2022 0:00","22490.59072731445"
"6/14/2022 0:00","22209.515"
"6/13/2022 0:00","22509.0994"
"6/12/2022 0:00","26704.72935717625"
"6/11/2022 0:00","28399.9749"
"6/10/2022 0:00","29082.531950308585"
"6/9/2022 0:00","30111.70675013388"
"6/8/2022 0:00","30204.54858260606"
"6/7/2022 0:00","31193.0692"
"6/6/2022 0:00","31367.42259841491"
"6/5/2022 0:00","29909.210373336216"
"6/4/2022 0:00","29840.075215941404"
"6/3/2022 0:00","29717.55804641601"
"6/2/2022 0:00","30441.46505023028"
"6/1/2022 0:00","29789.42113357093"
"5/31/2022 0:00","31852.83438318997"
"5/30/2022 0:00","31720.0295"
"5/29/2022 0:00","29445.7241"
"5/28/2022 0:00","29047.060268766745"
"5/27/2022 0:00","28606.47447261681"
"5/26/2022 0:00","29353.619262832577"
"5/25/2022 0:00","29557.533735644305"
"5/24/2022 0:00","29674.1123"
"5/23/2022 0:00","29114.081131154417"
"5/22/2022 0:00","30366.04222096173"
"5/21/2022 0:00","29449.985559922392"
"5/20/2022 0:00","29234.032909858925"
"5/19/2022 0:00","30376.331478606928"
"5/18/2022 0:00","28760.1539"
"5/17/2022 0:00","30452.624328329548"
"5/16/2022 0:00","29880.548164234533"
"5/15/2022 0:00","31333.765617069977"
"5/14/2022 0:00","30123.7756"
"5/13/2022 0:00","29250.004"
"5/12/2022 0:00","29130.0386"
"5/11/2022 0:00","28984.5358"
"5/10/2022 0:00","31024.7033"
"5/9/2022 0:00","30363.865616615807"
"5/8/2022 0:00","33933.54281002884"
"5/7/2022 0:00","35552.564"
"5/6/2022 0:00","36033.0634"
"5/5/2022 0:00","36568.7596"
"5/4/2022 0:00","39699.0339591762"
"5/3/2022 0:00","37732.2997523189"
"5/2/2022 0:00","38503.90959019409"
"5/1/2022 0:00","38467.094"
"4/30/2022 0:00","37660.452922140656"
"4/29/2022 0:00","38592.0044169865"
"4/28/2022 0:00","39749.9386"
"4/27/2022 0:00","39248.43928178208"
"4/26/2022 0:00","38026.746255595535"
"4/25/2022 0:00","40475.27521135543"
"4/24/2022 0:00","39479.99697027191"
"4/23/2022 0:00","39419.5301"
"4/22/2022 0:00","39757.5541"
"4/21/2022 0:00","40528.7777"
"4/20/2022 0:00","41363.50366362778"
"4/19/2022 0:00","41504.4185"
"4/18/2022 0:00","40826.6711"
"4/17/2022 0:00","39678.0001"
"4/16/2022 0:00","40386.5108"
"4/15/2022 0:00","40558.127"
"4/14/2022 0:00","39909.71686623459"
"4/13/2022 0:00","41160.0481"
"4/12/2022 0:00","40169.21512314615"
"4/11/2022 0:00","39456.93304169156"
"4/10/2022 0:00","42242.7841"
"4/9/2022 0:00","42788.71116404083"
"4/8/2022 0:00","42283.4292"
"4/7/2022 0:00","43480.17472136096"
"4/6/2022 0:00","43138.51946866405"
"4/5/2022 0:00","45573.53741324558"
"4/4/2022 0:00","46605.60296925792"
"4/3/2022 0:00","46430.696713233774"
"4/2/2022 0:00","45845.95756165472"
"4/1/2022 0:00","46231.00475940512"
"3/31/2022 0:00","45540.826387141926"
"3/30/2022 0:00","47100.45937112435"
"3/29/2022 0:00","47498.66565132898"
"3/28/2022 0:00","46888.22115087928"
"3/27/2022 0:00","46842.71955202185"
"3/26/2022 0:00","44533.21741974338"
"3/25/2022 0:00","44365.18255014108"
"3/24/2022 0:00","43948.891125071685"
"3/23/2022 0:00","42925.97797981788"
"3/22/2022 0:00","42376.74421839415"
"3/21/2022 0:00","41051.83345848992"
"3/20/2022 0:00","41252.05198823504"
"3/19/2022 0:00","42166.22954211902"
"3/18/2022 0:00","41767.098165348754"
"3/17/2022 0:00","40958.22516015476"
"3/16/2022 0:00","41147.27988596017"
"3/15/2022 0:00","39302.01678630948"
"3/14/2022 0:00","39599.024365049096"
"3/13/2022 0:00","37824.35153256323"
"3/12/2022 0:00","38875.98604571685"
"3/11/2022 0:00","38770.045913321446"
"3/10/2022 0:00","39461.35101564641"
"3/9/2022 0:00","41955.06531614912"
"3/8/2022 0:00","38724.82008947423"
"3/7/2022 0:00","37991.87947414978"
"3/6/2022 0:00","38385.18524878165"
"3/5/2022 0:00","39409.21246875248"
"3/4/2022 0:00","39120.04239886125"
"3/3/2022 0:00","42450.88343194115"
"3/2/2022 0:00","43938.47684298478"
"3/1/2022 0:00","44359.8712"
"2/28/2022 0:00","43181.1437"
"2/27/2022 0:00","37714.48388805459"
"2/26/2022 0:00","39033.5353"
"2/25/2022 0:00","39219.47675700127"
"2/24/2022 0:00","38296.16592688904"
"2/23/2022 0:00","37287.4863427188"
"2/22/2022 0:00","38302.8439"
"2/21/2022 0:00","37003.15355791065"
"2/20/2022 0:00","38464.85279732303"
"2/19/2022 0:00","40112.559528975085"
"2/18/2022 0:00","39976.235950323"
"2/17/2022 0:00","40491.0412"
"2/16/2022 0:00","43997.7116"
"2/15/2022 0:00","44602.5315"
"2/14/2022 0:00","42594.94190251804"
"2/13/2022 0:00","42235.5136"
"2/12/2022 0:00","42126.3511"
"2/11/2022 0:00","42377.6527"
"2/10/2022 0:00","43524.3779183224"
"2/9/2022 0:00","44283.9142"
"2/8/2022 0:00","44082.39258092253"
"2/7/2022 0:00","43905.99797776678"
"2/6/2022 0:00","42388.07234245959"
"2/5/2022 0:00","41360.0538"
"2/4/2022 0:00","41653.56035863469"
"2/3/2022 0:00","37027.78"
"2/2/2022 0:00","36835.9015"
"2/1/2022 0:00","38761.9683"
"1/31/2022 0:00","38472.00623585542"
"1/30/2022 0:00","37937.339"
"1/29/2022 0:00","38131.8236"
"1/28/2022 0:00","37784.7229"
"1/27/2022 0:00","37201.84234665862"
"1/26/2022 0:00","36775.52950357352"
"1/25/2022 0:00","36948.63102657288"
"1/24/2022 0:00","36705.9179"
"1/23/2022 0:00","36231.1426"
"1/22/2022 0:00","35015.93463281712"
"1/21/2022 0:00","36400.668"
"1/20/2022 0:00","40673.94411547012"
"1/19/2022 0:00","41676.49877717717"
"1/18/2022 0:00","42352.1359"
"1/17/2022 0:00","42199.0091087438"
"1/16/2022 0:00","43104.67712592442"
"1/15/2022 0:00","43145.3076303167"
"1/14/2022 0:00","43068.7265794597"
"1/13/2022 0:00","42580.3303"
"1/12/2022 0:00","43900.027"
"1/11/2022 0:00","42674.2972"
"1/10/2022 0:00","41786.2184"
"1/9/2022 0:00","41880.90095265793"
"1/8/2022 0:00","41752.9299959346"
"1/7/2022 0:00","41512.9242"
"1/6/2022 0:00","43119.06385915039"
"1/5/2022 0:00","43529.7281"
"1/4/2022 0:00","45884.4596581148"
"1/3/2022 0:00","46424.346"
"1/2/2022 0:00","47313.6322"
"1/1/2022 0:00","47544.4994"
"12/31/2021 0:00","46304.9495942002"
"12/30/2021 0:00","47161.0092"
"12/29/2021 0:00","46408.30267099845"
"12/28/2021 0:00","47637.8884"
"12/27/2021 0:00","50650.17144492962"
"12/26/2021 0:00","50799.97886066186"
"12/25/2021 0:00","50629.9812440385"
"12/24/2021 0:00","50771.9277"
"12/23/2021 0:00","50795.70373249395"
"12/22/2021 0:00","48648.506046031885"
"12/21/2021 0:00","48938.9095"
"12/20/2021 0:00","46878.42809013247"
"12/19/2021 0:00","46686.4963"
"12/18/2021 0:00","46871.01844345239"
"12/17/2021 0:00","46305.32715138494"
"12/16/2021 0:00","47709.1644"
"12/15/2021 0:00","48787.2417"
"12/14/2021 0:00","48395.29567064738"
"12/13/2021 0:00","46745.6254"
"12/12/2021 0:00","50116.99176196779"
"12/11/2021 0:00","49286.3666307345"
"12/10/2021 0:00","47092.3307"
"12/9/2021 0:00","47834.99429351777"
"12/8/2021 0:00","50471.21695775764"
"12/7/2021 0:00","50559.947613629454"
"12/6/2021 0:00","50453.04698120852"
"12/5/2021 0:00","49217.9124"
"12/4/2021 0:00","49014.11287550163"
"12/3/2021 0:00","53708.6772"
"12/2/2021 0:00","56405.66892064036"
"12/1/2021 0:00","57173.0795"
"11/30/2021 0:00","57030.12565284342"
"11/29/2021 0:00","57876.49423835674"
"11/28/2021 0:00","57158.66834037815"
"11/27/2021 0:00","54487.450221164974"
"11/26/2021 0:00","53663.60159320845"
"11/25/2021 0:00","58907.050757878096"
"11/24/2021 0:00","57103.4606"
"11/23/2021 0:00","57672.52894264075"
"11/22/2021 0:00","56369.5245"
"11/21/2021 0:00","58681.09230984937"
"11/20/2021 0:00","59815.37361026729"
"11/19/2021 0:00","58046.889146434674"
"11/18/2021 0:00","56749.2716"
"11/17/2021 0:00","60338.9249"
"11/16/2021 0:00","60189.9985"
"11/15/2021 0:00","63715.76977568518"
"11/14/2021 0:00","65255.04686152799"
"11/13/2021 0:00","64471.04361778848"
"11/12/2021 0:00","64315.36363608923"
"11/11/2021 0:00","64800.36101601352"
"11/10/2021 0:00","64871.25216133435"
"11/9/2021 0:00","66913.3364"
"11/8/2021 0:00","67500.0247355689"
"11/7/2021 0:00","63180.13308079259"
"11/6/2021 0:00","61416.30848197429"
"11/5/2021 0:00","61026.01799193046"
"11/4/2021 0:00","61367.933830973"
"11/3/2021 0:00","62941.48199104164"
"11/2/2021 0:00","63175.512385758026"
"11/1/2021 0:00","61065.0310670206"
"10/31/2021 0:00","61339.97564069321"
"10/30/2021 0:00","61661.28735236688"
"10/29/2021 0:00","62220.293663782926"
"10/28/2021 0:00","60438.74647138581"
"10/27/2021 0:00","58681.0152"
"10/26/2021 0:00","60396.4959"
"10/25/2021 0:00","62989.54469958203"
"10/24/2021 0:00","60849.61639879063"
"10/23/2021 0:00","61238.6222"
"10/22/2021 0:00","60694.00000650834"
"10/21/2021 0:00","62298.093007718286"
"10/20/2021 0:00","65986.30293718613"
"10/19/2021 0:00","64217.0839"
"10/18/2021 0:00","61953.2331"
"10/17/2021 0:00","61582.25155249131"
"10/16/2021 0:00","60860.89183706596"
"10/15/2021 0:00","61526.33413298988"
"10/14/2021 0:00","57351.7384160736"
"10/13/2021 0:00","57357.6067"
"10/12/2021 0:00","56035.85825462517"
"10/11/2021 0:00","57399.22646992879"
"10/10/2021 0:00","54689.5713"
"10/9/2021 0:00","55102.17221375232"
"10/8/2021 0:00","53892.9323"
"10/7/2021 0:00","53809.13817103468"
"10/6/2021 0:00","55385.44519072514"
"10/5/2021 0:00","51545.04936807646"
"10/4/2021 0:00","49176.7613"
"10/3/2021 0:00","48144.1454"
"10/2/2021 0:00","47710.5155"
"10/1/2021 0:00","48080.37283833829"
"9/30/2021 0:00","43797.59220008473"
"9/29/2021 0:00","41543.6399"
"9/28/2021 0:00","40909.3105"
"9/27/2021 0:00","42278.30996239119"
"9/26/2021 0:00","43209.8655"
"9/25/2021 0:00","42718.93784111034"
"9/24/2021 0:00","42748.0353"
"9/23/2021 0:00","44844.228"
"9/22/2021 0:00","43579.97297674777"
"9/21/2021 0:00","40538.4344"
"9/20/2021 0:00","42966.0101"
"9/19/2021 0:00","47201.5018"
"9/18/2021 0:00","48210.7774"
"9/17/2021 0:00","47197.5518"
"9/16/2021 0:00","47816.2504"
"9/15/2021 0:00","48092.9703"
"9/14/2021 0:00","47012.9104"
"9/13/2021 0:00","44990.02141158837"
"9/12/2021 0:00","46058.0015"
"9/11/2021 0:00","45096.0509"
"9/10/2021 0:00","44833.0831"
"9/9/2021 0:00","46319.9526"
"9/8/2021 0:00","45972.9463"
"9/7/2021 0:00","46881.9971"
"9/6/2021 0:00","52639.2443"
"9/5/2021 0:00","51698.7267"
"9/4/2021 0:00","49974.09727500616"
"9/3/2021 0:00","49987.63656811707"
"9/2/2021 0:00","49318.558"
"9/1/2021 0:00","48744.6322"
"8/31/2021 0:00","47225.2696"
"8/30/2021 0:00","47020.6765"
"8/29/2021 0:00","48876.7643"
"8/28/2021 0:00","48864.0249"
"8/27/2021 0:00","49005.9495"
"8/26/2021 0:00","47130.6185"
"8/25/2021 0:00","48939.9658"
"8/24/2021 0:00","47734.0314"
"8/23/2021 0:00","49486.4032"
"8/22/2021 0:00","49223.9471176446"
"8/21/2021 0:00","49000.4242"
"8/20/2021 0:00","49270.61314785449"
"8/19/2021 0:00","46666.8683"
"8/18/2021 0:00","44856.0324"
"8/17/2021 0:00","44569.5598"
"8/16/2021 0:00","45906.7425"
"8/15/2021 0:00","47057.4919"
"8/14/2021 0:00","47053.5097"
"8/13/2021 0:00","47799.9721162026"
"8/12/2021 0:00","44434.3365"
"8/11/2021 0:00","45670.172"
"8/10/2021 0:00","45543.91666426932"
"8/9/2021 0:00","46265.47427585355"
"8/8/2021 0:00","43780.238803238186"
"8/7/2021 0:00","44665.77153480004"
"8/6/2021 0:00","42792.78790278553"
"8/5/2021 0:00","40849.95098301631"
"8/4/2021 0:00","39772.47169848371"
"8/3/2021 0:00","38255.05"
"8/2/2021 0:00","39153.01029453657"
"8/1/2021 0:00","40120.70071620807"
"7/31/2021 0:00","41700.996741679664"
"7/30/2021 0:00","42094.78"
"7/29/2021 0:00","39993.53"
"7/28/2021 0:00","39999.97"
"7/27/2021 0:00","39184.61"
"7/26/2021 0:00","37211.42"
"7/25/2021 0:00","35227.35"
"7/24/2021 0:00","34211.77"
"7/23/2021 0:00","33506.09381526193"
"7/22/2021 0:00","32338.55"
"7/21/2021 0:00","32142.94"
"7/20/2021 0:00","29759.93"
"7/19/2021 0:00","30851.95"
"7/18/2021 0:00","31813"
"7/17/2021 0:00","31570.17"
"7/16/2021 0:00","31385.55"
"7/15/2021 0:00","31641.44704569291"
"7/14/2021 0:00","32776.13963032397"
"7/13/2021 0:00","32567.5725146342"
"7/12/2021 0:00","33219.35200045253"
"7/11/2021 0:00","34249.77403858005"
"7/10/2021 0:00","33548.81732712989"
"7/9/2021 0:00","33866.19638187796"
"7/8/2021 0:00","32837.96027303372"
"7/7/2021 0:00","33867.4651242288"
"7/6/2021 0:00","34106.80638064917"
"7/5/2021 0:00","33866.5447497376"
"7/4/2021 0:00","35312.38754419704"
"7/3/2021 0:00","34698.303128850115"
"7/2/2021 0:00","33846.0070871488"
"7/1/2021 0:00","33628.67"
"6/30/2021 0:00","35060.428966375206"
"6/29/2021 0:00","35840.386468477736"
"6/28/2021 0:00","34439.12"
"6/27/2021 0:00","34579.03"
"6/26/2021 0:00","31858.58"
"6/25/2021 0:00","31708.50892795173"
"6/24/2021 0:00","34580.351177004355"
"6/23/2021 0:00","33646.15"
"6/22/2021 0:00","32366.97"
"6/21/2021 0:00","31606.39"
"6/20/2021 0:00","35648.517163470904"
"6/19/2021 0:00","35635.38"
"6/18/2021 0:00","35577.47"
"6/17/2021 0:00","38082.08"
"6/16/2021 0:00","38290.04331721751"
"6/15/2021 0:00","40204.51"
"6/14/2021 0:00","40499.97"
"6/13/2021 0:00","38990"
"6/12/2021 0:00","35538.3"
"6/11/2021 0:00","37200.35"
"6/10/2021 0:00","36870.06"
"6/9/2021 0:00","37345.044921562585"
"6/8/2021 0:00","33369.1380606844"
"6/7/2021 0:00","33550.00408032163"
"6/6/2021 0:00","35781.01"
"6/5/2021 0:00","35510.26"
"6/4/2021 0:00","36908.14"
"6/3/2021 0:00","39152.71"
"6/2/2021 0:00","37622.43"
"6/1/2021 0:00","36606.39"
"5/31/2021 0:00","37303.750088697365"
"5/30/2021 0:00","35618.15758307902"
"5/29/2021 0:00","34523.41"
"5/28/2021 0:00","35670.7"
"5/27/2021 0:00","38479.69228455568"
"5/26/2021 0:00","39184.76165413112"
"5/25/2021 0:00","38165.78817561584"
"5/24/2021 0:00","38619.39710028808"
"5/23/2021 0:00","34834.68224245205"
"5/22/2021 0:00","37555"
"5/21/2021 0:00","37242.94270458837"
"5/20/2021 0:00","40389.77810720434"
"5/19/2021 0:00","36974.614735375"
"5/18/2021 0:00","43019.774295314"
"5/17/2021 0:00","43590.922172391"
"5/16/2021 0:00","46395.05"
"5/15/2021 0:00","46786.61"
"5/14/2021 0:00","49884.92"
"5/13/2021 0:00","49655.621033883"
"5/12/2021 0:00","50482.434481737"
"5/11/2021 0:00","56721.833840935"
"5/10/2021 0:00","55772.281248757"
"5/9/2021 0:00","58169.727616902"
"5/8/2021 0:00","58711.172030754"
"5/7/2021 0:00","57339.55"
"5/6/2021 0:00","56484.49"
"5/5/2021 0:00","57338.36"
"5/4/2021 0:00","53329.387643742"
"5/3/2021 0:00","57211.408640625"
"5/2/2021 0:00","56563.76"
"5/1/2021 0:00","57793.518868245"
"4/30/2021 0:00","57758.646931212"
"4/29/2021 0:00","53610.429064522"
"4/28/2021 0:00","54766.539300399"
"4/27/2021 0:00","54924.014700428"
"4/26/2021 0:00","53954.40656687"
"4/25/2021 0:00","48987.681638512"
"4/24/2021 0:00","50007.715949987"
"4/23/2021 0:00","51020.041151817"
"4/22/2021 0:00","51843.679797905"
"4/21/2021 0:00","53889.33"
"4/20/2021 0:00","56363.62"
"4/19/2021 0:00","55653.244867317"
"4/18/2021 0:00","56037.128717561"
"4/17/2021 0:00","60078.27"
"4/16/2021 0:00","61504.768623643"
"4/15/2021 0:00","63183.14"
"4/14/2021 0:00","62628.975942463"
"4/13/2021 0:00","63528.48"
"4/12/2021 0:00","59940.53"
"4/11/2021 0:00","60018.28649422"
"4/10/2021 0:00","59747.436800736"
"4/9/2021 0:00","58159.44"
"4/8/2021 0:00","58019.88"
"4/7/2021 0:00","56073.471560786"
"4/6/2021 0:00","58093.238332403"
"4/5/2021 0:00","58777.739363776"
"4/4/2021 0:00","58215.19"
"4/3/2021 0:00","57139.137960369"
"4/2/2021 0:00","58963.327596364"
"4/1/2021 0:00","58755.615177915"
"3/31/2021 0:00","58719.454369704"
"3/30/2021 0:00","58693.948561784"
"3/29/2021 0:00","57664.850966586"
"3/28/2021 0:00","55861.95"
"3/27/2021 0:00","55917.880112079"
"3/26/2021 0:00","55002.769793935"
"3/25/2021 0:00","51412.192011042"
"3/24/2021 0:00","52584.785401622"
"3/23/2021 0:00","54599.961810643"
"3/22/2021 0:00","54249.990775698"
"3/21/2021 0:00","57392.205695478"
"3/20/2021 0:00","58219.82"
"3/19/2021 0:00","58091.623667025"
"3/18/2021 0:00","57687.520560171"
"3/17/2021 0:00","58711.978740212"
"3/16/2021 0:00","56455.998436302"
"3/15/2021 0:00","55723.949158947"
"3/14/2021 0:00","59380.018943745"
"3/13/2021 0:00","61297.997385093"
"3/12/2021 0:00","57278.155019056"
"3/11/2021 0:00","57633.699811129"
"3/10/2021 0:00","55998.739272912"
"3/9/2021 0:00","54759.461685978"
"3/8/2021 0:00","52326.862441311"
"3/7/2021 0:00","51409.226747725"
"3/6/2021 0:00","48884.800434591"
"3/5/2021 0:00","48901.915683951"
"3/4/2021 0:00","48523.779583539"
"3/3/2021 0:00","50593.579779577"
"3/2/2021 0:00","48245.59608153"
"3/1/2021 0:00","49557.936855621"
"2/28/2021 0:00","44986.744834586"
"2/27/2021 0:00","46202.313746958"
"2/26/2021 0:00","46205.257719958"
"2/25/2021 0:00","47372.377990661"
"2/24/2021 0:00","49577.667053636"
"2/23/2021 0:00","48514.382154476"
"2/22/2021 0:00","54153.655191753"
"2/21/2021 0:00","57367.946141722"
"2/20/2021 0:00","56008.787435495"
"2/19/2021 0:00","55795.155052979"
"2/18/2021 0:00","51656.846873218"
"2/17/2021 0:00","52127.620932861"
"2/16/2021 0:00","49261.050774171"
"2/15/2021 0:00","47981.977492583"
"2/14/2021 0:00","48673.329709376"
"2/13/2021 0:00","47056.769564544"
"2/12/2021 0:00","47622.56892074"
"2/11/2021 0:00","47680.424437754"
"2/10/2021 0:00","44866.502278149"
"2/9/2021 0:00","46511.520580186"
"2/8/2021 0:00","46225.496408246"
"2/7/2021 0:00","38888.638236331"
"2/6/2021 0:00","39191.507551212"
"2/5/2021 0:00","37945.964473995"
"2/4/2021 0:00","36938.034865347"
"2/3/2021 0:00","37551.934350785"
"2/2/2021 0:00","35507.127708897"
"2/1/2021 0:00","33513.441195617"
"1/31/2021 0:00","33136.139470858"
"1/30/2021 0:00","34333.107938735"
"1/29/2021 0:00","34241.186845666"
"1/28/2021 0:00","33117.572836963"
"1/27/2021 0:00","30305.343778842"
"1/26/2021 0:00","32577.768696891"
"1/25/2021 0:00","32272.783841286"
"1/24/2021 0:00","32261.744350118"
"1/23/2021 0:00","32045.83959395"
"1/22/2021 0:00","32836.135575065"
"1/21/2021 0:00","30892.802357827"
"1/20/2021 0:00","35636.110992082"
"1/19/2021 0:00","36177.487494105"
"1/18/2021 0:00","36714.843204834"
"1/17/2021 0:00","35786.417028053"
"1/16/2021 0:00","36178.180209501"
"1/15/2021 0:00","36678.950398519"
"1/14/2021 0:00","39304.686213759"
"1/13/2021 0:00","37359.33215959"
"1/12/2021 0:00","33949.396834015"
"1/11/2021 0:00","35569.722698726"
"1/10/2021 0:00","38299.01960037"
"1/9/2021 0:00","40129.000498579"
"1/8/2021 0:00","40703.290535401"
"1/7/2021 0:00","39493.128514839"
"1/6/2021 0:00","36904.218251055"
"1/5/2021 0:00","33965.160423041"
"1/4/2021 0:00","31973.832153912"
"1/3/2021 0:00","32877.607282615"
"1/2/2021 0:00","32093.264962249"
"1/1/2021 0:00","29300.190935827"
"12/31/2020 0:00","28977.96181814"
"12/30/2020 0:00","28810.020485478"
"12/29/2020 0:00","27392.54054504"
"12/28/2020 0:00","27147.366752087"
"12/27/2020 0:00","26326.481838017"
"12/26/2020 0:00","26446.973570052"
"12/25/2020 0:00","24652.036519447"
"12/24/2020 0:00","23733.030486264"
"12/23/2020 0:00","23261.78519646"
"12/22/2020 0:00","23801.640166626"
"12/21/2020 0:00","22882.157922681"
"12/20/2020 0:00","23516.402834426"
"12/19/2020 0:00","23844.568074264"
"12/18/2020 0:00","23113.992587247"
"12/17/2020 0:00","22823.459093674"
"12/16/2020 0:00","21367.096307987"
