,Price
2022/12/01 00:00:00,16956.189
2022/11/30 00:00:00,17188.635
2022/11/29 00:00:00,16436.192
2022/11/28 00:00:00,16212.403
2022/11/27 00:00:00,16432.365
2022/11/26 00:00:00,16461.195
2022/11/25 00:00:00,16511.911
2022/11/24 00:00:00,16597.731
2022/11/23 00:00:00,16615.229
2022/11/22 00:00:00,16174.957
2022/11/21 00:00:00,15779.972
2022/11/20 00:00:00,16291.448
2022/11/19 00:00:00,16715.839
2022/11/18 00:00:00,16711.142
2022/11/17 00:00:00,16690.890
2022/11/16 00:00:00,16673.508
2022/11/15 00:00:00,16894.927
2022/11/14 00:00:00,16630.637
2022/11/13 00:00:00,16349.998
2022/11/12 00:00:00,16802.194
2022/11/11 00:00:00,17104.198
2022/11/10 00:00:00,17590.415
2022/11/09 00:00:00,15789.342
2022/11/08 00:00:00,18528.521
2022/11/07 00:00:00,20591.746
2022/11/06 00:00:00,20913.054
2022/11/05 00:00:00,21281.585
2022/11/04 00:00:00,21156.078
2022/11/03 00:00:00,20208.597
2022/11/02 00:00:00,20151.523
